         1311378 function calls (1282198 primitive calls) in 2.097 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       40    0.000    0.000    0.000    0.000 random.py:344(choice)
        9    0.000    0.000    0.000    0.000 functools.py:517(decorating_function)
       23    0.000    0.000    0.000    0.000 decoder.py:864(MapDecoder)
       46    0.000    0.000    0.000    0.000 enum_type_wrapper.py:95(<listcomp>)
       10    0.000    0.000    0.000    0.000 os.py:771(getenv)
        1    0.000    0.000    0.000    0.000 log_normal.py:1(<module>)
      442    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
       30    0.000    0.000    0.000    0.000 _typing.py:337(__hash__)
        2    0.000    0.000    0.000    0.000 sparse.py:1(<module>)
      378    0.000    0.000    0.000    0.000 wire_format.py:259(IsTypePackable)
        1    0.000    0.000    0.000    0.000 instancenorm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exc.py:5(<module>)
       56    0.000    0.000    0.000    0.000 enum.py:81(__init__)
        1    0.000    0.000    0.000    0.000 core.py:2702(MaskedArray)
        1    0.000    0.000    0.000    0.000 fragment.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:282(__init__)
       25    0.000    0.000    0.000    0.000 pyparsing.py:2707(parseImpl)
      120    0.000    0.000    0.000    0.000 __init__.py:227(_releaseLock)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1(<module>)
        1    0.000    0.000    0.000    0.000 disabled.py:4(<module>)
       23    0.000    0.000    0.000    0.000 pyparsing.py:663(__iadd__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1062(resource_path)
        1    0.000    0.000    0.000    0.000 data_types.py:564(BatchableMedia)
        1    0.000    0.000    0.000    0.000 metric.py:510(CompositionalMetric)
      782    0.000    0.000    0.000    0.000 __init__.py:2095(__bool__)
      177    0.000    0.000    0.000    0.000 typing.py:557(__hash__)
        1    0.000    0.000    0.000    0.000 evaluation_loop.py:27(EvaluationLoop)
        1    0.000    0.000    0.000    0.000 functional_modules.py:1(<module>)
        4    0.000    0.000    0.000    0.000 dataclasses.py:863(<listcomp>)
        1    0.000    0.000    0.000    0.000 public.py:1662(File)
        1    0.000    0.000    0.000    0.000 serializer.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _script.py:244(__init__)
       23    0.000    0.000    0.000    0.000 annotations.py:170(<listcomp>)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:57(bitname)
        1    0.000    0.000    0.000    0.000 spectral_norm.py:1(<module>)
        2    0.000    0.000    0.000    0.000 genericpath.py:27(isfile)
        1    0.000    0.000    0.000    0.000 observer.py:490(PerChannelMinMaxObserver)
        1    0.000    0.000    0.000    0.000 variable.py:1(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:2413(Option)
        1    0.000    0.000    0.000    0.000 std.py:248(tqdm)
        7    0.000    0.000    0.000    0.000 base.py:31(rank_zero_experiment)
        1    0.000    0.000    0.000    0.000 grouping.py:11(BatchIterDataPipe)
        1    0.000    0.000    0.000    0.000 zca.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _mock_zipreader.py:28(MockZipReader)
        1    0.000    0.000    0.000    0.000 formatting.py:102(HelpFormatter)
      266    0.000    0.000    0.000    0.000 pyparsing.py:3270(<genexpr>)
        1    0.000    0.000    0.000    0.000 public.py:849(Run)
        1    0.000    0.000    0.000    0.000 pyagent.py:2(<module>)
        1    0.000    0.000    0.000    0.000 wandb_controller.py:2(<module>)
        2    0.000    0.000    0.000    0.000 grads.py:14(<module>)
        1    0.000    0.000    0.000    0.000 callback_hook.py:30(TrainerCallbackHookMixin)
        1    0.000    0.000    0.000    0.000 wandb_artifacts.py:708(ArtifactManifestV1)
        1    0.000    0.000    0.000    0.000 parser.py:482(parse_directive)
       42    0.000    0.000    0.000    0.000 python_message.py:1374(_Clear)
       11    0.000    0.000    0.000    0.000 pyparsing.py:3851(__init__)
        2    0.000    0.000    0.000    0.000 win32.py:98(winapi_test)
      305    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.add_docstring}
        1    0.000    0.000    0.000    0.000 hermite.py:1(<module>)
      654    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
       16    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
      270    0.000    0.000    0.000    0.000 python_message.py:1061(_AddByteSizeMethod)
       35    0.000    0.000    0.000    0.000 pyparsing.py:2742(__str__)
        1    0.000    0.000    0.000    0.000 file_stream_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base_plugin.py:14(<module>)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _six.py:29(with_metaclass)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memory.py:32(LayerSummary)
        1    0.000    0.000    0.000    0.000 kernels.py:1(<module>)
      224    0.000    0.000    0.000    0.000 traceback.py:292(walk_stack)
        1    0.000    0.000    0.000    0.000 data_types.py:768(Molecule)
       15    0.000    0.000    0.000    0.000 plugins_registry.py:128(is_register_plugins_overridden)
        8    0.000    0.000    0.000    0.000 core.py:8101(getdoc)
        8    0.000    0.000    0.000    0.000 __init__.py:266(__getattr__)
        1    0.000    0.000    0.000    0.000 extract_patches.py:9(ExtractTensorPatches)
       36    0.000    0.000    0.000    0.000 getlimits.py:39(<lambda>)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1(<module>)
        1    0.000    0.000    0.000    0.000 wandb_artifacts.py:1264(S3Handler)
        1    0.000    0.000    0.000    0.000 magic.py:1(<module>)
       41    0.000    0.000    0.000    0.000 sre_parse.py:258(getwhile)
      148    0.000    0.000    0.000    0.000 __init__.py:1929(__init__)
    34/13    0.000    0.000    0.000    0.000 typing.py:276(_eval_type)
      138    0.000    0.000    0.000    0.000 inspect.py:700(<genexpr>)
        1    0.000    0.000    0.000    0.000 suite.py:1(<module>)
       30    0.000    0.000    0.000    0.000 getlimits.py:25(_fr1)
        1    0.000    0.000    0.000    0.000 charsetprober.py:35(CharSetProber)
        1    0.000    0.000    0.000    0.000 legendre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 registry.py:1(<module>)
        7    0.000    0.000    0.000    0.000 dataclasses.py:671(_get_field)
      270    0.000    0.000    0.000    0.000 python_message.py:1088(_AddSerializeToStringMethod)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 futures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:28(Callback)
        1    0.000    0.000    0.000    0.000 subprocess.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tpu.py:14(<module>)
       36    0.000    0.000    0.000    0.000 typing.py:976(<genexpr>)
        1    0.000    0.000    0.000    0.000 fold.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:328(StreamContext)
       88    0.000    0.000    0.000    0.000 six.py:146(__init__)
       42    0.000    0.000    0.000    0.000 python_message.py:1491(__init__)
        1    0.000    0.000    0.000    0.000 supporters.py:428(CombinedLoaderIterator)
        1    0.000    0.000    0.000    0.000 find_file_dependencies.py:8(_ExtractModuleReferences)
        1    0.000    0.000    0.000    0.000 api.py:204(BaseObserver)
        1    0.000    0.000    0.000    0.000 artifacts.py:54(ArtifactSaver)
        2    0.000    0.000    0.000    0.000 hashlib.py:82(__get_builtin_constructor)
       22    0.000    0.000    0.000    0.000 frontend.py:757(build_Ellipsis)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
       83    0.000    0.000    0.000    0.000 _script.py:787(<lambda>)
        1    0.000    0.000    0.000    0.000 horovod.py:14(<module>)
        1    0.000    0.000    0.000    0.000 negative_binomial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 raw_unicode_escape.py:1(<module>)
        1    0.000    0.000    0.000    0.000 emitter.py:9(<module>)
        1    0.000    0.000    0.000    0.000 draw.py:1(<module>)
        2    0.000    0.000    0.000    0.000 typing.py:677(__mro_entries__)
       29    0.000    0.000    0.000    0.000 _jit_internal.py:979(_try_get_dispatched_fn)
        1    0.000    0.000    0.000    0.000 model_hooks.py:15(<module>)
        1    0.000    0.000    0.000    0.000 _freeze.py:1(<module>)
       56    0.000    0.000    0.000    0.000 enum.py:197(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _ops.py:1(<module>)
      430    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 lr_monitor.py:32(LearningRateMonitor)
       50    0.000    0.000    0.000    0.000 __init__.py:24(_module_matches_namespace)
        1    0.000    0.000    0.000    0.000 upsampling.py:9(Upsample)
        1    0.000    0.000    0.000    0.000 relaxed_bernoulli.py:1(<module>)
       12    0.000    0.000    0.000    0.000 pyparsing.py:2045(suppress)
      291    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        6    0.000    0.000    0.000    0.000 win32.py:99(<genexpr>)
        1    0.000    0.000    0.000    0.000 grouping.py:161(GroupByKeyIterDataPipe)
       88    0.000    0.000    0.000    0.000 six.py:137(__init__)
        5    0.000    0.000    0.000    0.000 tempfile.py:134(rng)
       31    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.000    0.000 swa_utils.py:1(<module>)
       74    0.000    0.000    0.000    0.000 configparser.py:644(sections)
        2    0.000    0.000    0.000    0.000 common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:1885(CommandCollection)
        1    0.000    0.000    0.000    0.000 _mock_zipreader.py:17(<dictcomp>)
        4    0.000    0.000    0.000    0.000 pyparsing.py:1841(__radd__)
        1    0.000    0.000    0.000    0.000 mlflow.py:52(MLFlowLogger)
       15    0.000    0.000    0.000    0.000 typing.py:1453(<dictcomp>)
        1    0.000    0.000    0.000    0.000 package_importer.py:31(PackageImporter)
        1    0.000    0.000    0.000    0.000 auth.py:3(<module>)
        1    0.000    0.000    0.000    0.000 nodes.py:2(<module>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1068(is_resource)
        1    0.000    0.000    0.000    0.000 glob_group.py:1(<module>)
      196    0.000    0.000    0.000    0.000 traceback.py:243(__init__)
        1    0.000    0.000    0.000    0.000 cmd.py:144(Git)
        1    0.000    0.000    0.000    0.000 local.py:1(<module>)
       19    0.000    0.000    0.000    0.000 string.py:37(capwords)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:424(OpenerDirector)
        1    0.000    0.000    0.000    0.000 wandb_artifacts.py:1489(GCSHandler)
        1    0.000    0.000    0.000    0.000 internal_util.py:3(<module>)
        4    0.000    0.000    0.000    0.000 win32.py:92(_winapi_test)
        1    0.000    0.000    0.000    0.000 scanner.py:27(<module>)
        1    0.000    0.000    0.000    0.000 types.py:912(Tuple)
        1    0.000    0.000    0.000    0.000 debugging.py:37(InternalDebugger)
        1    0.000    0.000    0.000    0.000 protocols.py:1(<module>)
        1    0.000    0.000    0.000    0.000 enums.py:1(<module>)
      267    0.000    0.000    0.000    0.000 python_message.py:287(_IsStrictUtf8Check)
      339    0.000    0.000    0.000    0.000 pyparsing.py:2159(streamline)
        2    0.000    0.000    0.000    0.000 _defines.py:109(DEFINE_flag)
        1    0.000    0.000    0.000    0.000 __init__.py:229(<listcomp>)
        1    0.000    0.000    0.000    0.000 continuous_bernoulli.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lexer.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method psutil_windows.per_cpu_times}
        1    0.000    0.000    0.000    0.000 polyutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _tensor.py:50(Tensor)
       25    0.000    0.000    0.000    0.000 grad_mode.py:119(__init__)
        1    0.000    0.000    0.000    0.000 responses.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _jit_internal.py:742(_overload_method)
        1    0.000    0.000    0.000    0.000 sampler.py:8(Sampler)
        1    0.000    0.000    0.000    0.000 augmentation3d.py:423(RandomRotation3D)
      415    0.000    0.000    0.000    0.000 version.py:490(<lambda>)
        1    0.000    0.000    0.000    0.000 conv.py:170(Conv1d)
        1    0.000    0.000    0.000    0.000 test_tube.py:34(TestTubeLogger)
       62    0.000    0.000    0.000    0.000 __init__.py:24(__new__)
        1    0.000    0.000    0.000    0.000 resource_sharer.py:11(<module>)
        1    0.000    0.000    0.000    0.000 multivariate_normal.py:1(<module>)
      347    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 core.py:146(ParameterSource)
        1    0.000    0.000    0.000    0.000 tempfile.py:623(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 six.py:160(_SixMetaPathImporter)
        1    0.000    0.000    0.000    0.000 contextvars.py:1(<module>)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:32(seterr)
        1    0.000    0.000    0.000    0.000 binomial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transport.py:47(__init__)
        1    0.000    0.000    0.000    0.000 uniform.py:9(Uniform)
        1    0.000    0.000    0.000    0.000 file_structure_representation.py:7(Directory)
        1    0.000    0.000    0.000    0.000 profiler_connector.py:14(<module>)
        1    0.000    0.000    0.000    0.000 pinhole.py:8(PinholeCamera)
